laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
1291,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,3272,6GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Chrome OS,1.26kg,295
1305,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,3272,6GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Chrome OS,1.25kg,379
1319,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,3272,6GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.42kg,249
98,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Chrome OS,1.25kg,297
231,Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.17kg,209
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,0.98kg,191.9
863,Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.17kg,209
1285,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,0.69kg,479
1299,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.44kg,249
1313,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Linux,2.4kg,289
962,Dell,Insprion 5767,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,Windows 10,1.4kg,485
1076,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,Windows 10,1.96kg,500
1111,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,Windows 10,1.47kg,479
1153,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,Windows 10,1.86kg,398.99
1002,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,Windows 10,2.04kg,389
819,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,No OS,2.2kg,329
619,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.63kg,299
620,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Chrome OS,1.4kg,615
870,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,No OS,1.9kg,270.62
950,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.5kg,278
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2kg,339
26,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.1kg,299
76,Acer,Aspire E5-475,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.1kg,245
109,Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.2kg,369
152,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Linux,2kg,224
241,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.25kg,349
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.45kg,389
297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.6kg,329
314,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2kg,399
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.2kg,419
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.86kg,419
1106,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Linux,2.1kg,272
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.22kg,202.9
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,2625,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.1kg,333
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Chrome OS,1.4kg,495
869,Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,3008,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.65kg,348
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.5kg,298
1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.1kg,363.51
41,Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2kg,581.9
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.2kg,349
55,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,1.63kg,744
123,Acer,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Linux,2kg,398.99
179,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,1.45kg,775
210,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.4kg,380
37,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.2kg,344
39,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Linux,2.1kg,298
70,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2kg,449
1245,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,No OS,2.2kg,359.99
137,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.2kg,309
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 510,3.6,Chrome OS,1.45kg,459.9
251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 510,3.6,Windows 10,2.1kg,318
268,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 510,3.6,Chrome OS,1.45kg,375
272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 510,3.6,Windows 10,1.75kg,499
488,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,0.97kg,1908
332,Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,6GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Chrome OS,1.2kg,669
369,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.09kg,3100
425,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.1kg,1299
469,Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Chrome OS,1.2kg,1159
519,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Mac OS X,0.920kg,1300
574,Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,0.99kg,1399
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,6GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.16kg,1699
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,3397,6GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Mac OS X,0.920kg,1279
674,Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.2kg,729
720,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.2kg,729
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.2kg,729
280,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,12GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,0.97kg,2014
290,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,3661,12GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,1.16kg,1965
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,5951,12GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Chrome OS,1.29kg,615
1226,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,1.86kg,364.9
14,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,459
60,Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1499
99,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,No OS,2.1kg,398
121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1747
467,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.25kg,359
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.3kg,565
691,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,No OS,1.9kg,339
808,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.7kg,1499
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1099
1234,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.56kg,1229
19,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,739
348,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.4kg,1673
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.18kg,443.9
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,1.86kg,344.99
927,Acer,Aspire E5-575,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2kg,415
1139,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,447
1250,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,449
1280,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,493
1294,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.1kg,349
1308,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1363
80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.2kg,1460
143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1488.99
239,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,3008,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1499
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.95kg,729.9
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.31kg,1165
978,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,499
43,Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.8kg,529
49,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.96kg,679
141,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,409
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1095
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,3397,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.07kg,910
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.6kg,789.01
422,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,2.32kg,825
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.7kg,1199
654,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.9kg,1072
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD + 1TB HDD,79.98,Intel HD Graphics 520,3.5,Windows 10,2.3kg,649
739,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.3kg,418.64
802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,478
818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.86kg,439
823,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.4kg,2299
833,Lenovo,ThinkPad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 7,1.1kg,2620
841,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.85kg,449
852,HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.15kg,462.35
871,Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.91kg,439
