laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
14,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,459
26,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.1kg,299
41,Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2kg,581.9
47,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.8kg,1085
57,HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,1.4kg,931.88
60,Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1499
68,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,949
76,Acer,Aspire E5-475,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.1kg,245
99,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,No OS,2.1kg,398
109,Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.2kg,369
121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1747
134,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,No OS,1.86kg,288.9
152,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Linux,2kg,224
180,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.2kg,985
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.06kg,1749
241,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.25kg,349
245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,128GB SSD,18.99,AMD Radeon 530,4.5,Linux,2.8kg,1099
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 530,3.8,Windows 10,2.06kg,1299
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.45kg,389
297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.6kg,329
314,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2kg,399
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.2kg,419
366,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,1199
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,769.99
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.33kg,844
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,No OS,2.5kg,1017
423,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.2kg,899
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 540,5.4,Windows 10,1.3kg,1199
467,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.25kg,359
473,Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.73kg,1799
530,HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.8kg,1085
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,No OS,2.2kg,499
548,Dell,Vostro 5468,Notebook,14,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.02kg,1142.4
555,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1369.9
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.2kg,749
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.86kg,419
566,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.4kg,475
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1119.91
611,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Chrome OS,1.23kg,385
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.3kg,565
652,Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.7kg,1260
662,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.65kg,949
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,2273,6GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.45kg,210.8
677,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.02kg,759
691,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,No OS,1.9kg,339
695,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Chrome OS,1.2kg,287.9
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,1142.8
747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.62kg,899
749,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 615,3.3,Chrome OS,1.1kg,2199
755,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 615,3.3,Windows 10 S,1.252kg,989
773,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,839
808,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.7kg,1499
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1149
836,Dell,Latitude 3480,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,1.8kg,1983
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,0.69kg,646.27
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.6kg,520.9
1106,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Linux,2.1kg,272
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1099
1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.35kg,196
1234,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.56kg,1229
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.2kg,349
1275,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.6kg,1349
673,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,2625,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.36kg,979
482,Dell,Latitude E5470,Notebook,14,1366x768,Intel Core i3 6100U 2.3GHz,2625,8GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,1.9kg,663
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,8GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,1.22kg,202.9
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,2625,4GB,1TB HDD,39.99,Intel HD Graphics 500,1.5,Windows 10,2.1kg,333
1069,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1199
1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.4kg,1129
1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,No OS,2.5kg,1169
1116,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,128GB SSD,18.99,AMD Radeon 530,4.5,Windows 10,2.2kg,776
1197,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1348.48
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,2625,6GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.23kg,469
19,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,739
55,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,1.63kg,744
100,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,6GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.95kg,1205
123,Acer,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Linux,2kg,398.99
159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.10kg,1873
177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1799
179,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,1.45kg,775
210,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.4kg,380
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 510,3.6,Chrome OS,1.45kg,459.9
305,Asus,VivoBook S14,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon 540,4.5,Windows 10,1.71kg,1799
348,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.4kg,1673
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.18kg,443.9
488,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Windows 10,0.97kg,1908
505,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.64kg,1279.73
552,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R2,1.5,Windows 10,1.65kg,199
589,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R2,1.5,Windows 10 S,1.65kg,277.99
608,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1050Ti,13,Windows 10,2.62kg,1199
682,HP,Pavilion X360,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.1kg,426
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,1.86kg,344.99
786,Acer,Swift 3,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R2 Graphics,1.5,Windows 10,2kg,349
838,Acer,Swift 3,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,8GB,128GB SSD,18.99,AMD Radeon R2 Graphics,1.5,Windows 10,2.2kg,299
846,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.8kg,1890
927,Acer,Aspire E5-575,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2kg,415
981,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,3.2kg,1499
1016,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R4 Graphics,2.2,No OS,2.2kg,309
1023,HP,Probook 440,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.7kg,1409
1028,HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,4.42kg,2046
1030,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.38kg,1349
1139,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,447
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,713.99
1242,Dell,Inspiron 5578,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.73kg,1770
1250,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,2716,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,449
1280,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,493
1294,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.1kg,349
1308,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1363
37,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 505,2.1,Windows 10,2.2kg,344
63,Lenovo,IdeaPad 520S-14IKB,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1427
80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.2kg,1460
136,Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.22kg,979
143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1488.99
259,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.62kg,819
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,2972,4GB,128GB SSD,18.99,AMD Radeon R2,1.5,Windows 10,2.1kg,349
146,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,999
