laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
1227,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.4kg,695
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7525,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2kg,564
1061,MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6933,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.2kg,1043
1154,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,6892,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.4kg,1403
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.2kg,812
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,1.47kg,1764
113,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.4kg,1975
1059,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,3244,8GB,256GB SSD + 500GB HDD,50.99,Nvidia GeForce 930MX,4.9,Windows 10,2.63kg,910
78,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,2TB HDD,49.99,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,1018
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,6GB,2TB HDD,49.99,Nvidia GeForce 930MX,4.9,Windows 10,2.04kg,1018.99
233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,256GB SSD + 500GB HDD,50.99,Nvidia GeForce 930MX,4.9,Windows 10,2.04kg,900
364,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,2TB HDD,49.99,Nvidia GeForce 930MX,4.9,Windows 10,2.1kg,716
474,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,2TB HDD,49.99,Nvidia GeForce 930MX,4.9,Windows 10,2.04kg,979
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6933,32GB,256GB SSD + 256GB SSD,45.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,977
1077,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,2TB HDD,49.99,Nvidia GeForce 930MX,4.9,Windows 10,2.1kg,879
59,MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Linux,1.64kg,1089
124,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.63kg,1200
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.63kg,1280
612,MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.93kg,1537.39
61,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,923
131,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,914
184,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.63kg,1031
433,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.64kg,1179
520,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.04kg,889
665,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.93kg,1369
29,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,6303,8GB,256GB SSD + 256GB SSD,45.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,896
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,2TB HDD,49.99,Nvidia GeForce 940M,4.2,Windows 10,1.45kg,1026
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,8GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,No OS,2.2kg,499
308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,8GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,Linux,2.3kg,522.99
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,3661,12GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,Windows 10,1.58kg,659
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,Windows 10,1.3kg,1193
163,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.62kg,985
12,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1089
68,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,949
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.06kg,1749
366,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,1199
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,No OS,2.5kg,1017
555,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1369.9
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1119.91
652,Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.7kg,1260
662,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.65kg,949
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,1142.8
747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.62kg,899
773,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,839
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1149
146,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,999
631,HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.2kg,1199
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.7kg,1191.8
815,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.4kg,819
828,Dell,Latitude 3480,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.21kg,1327
1126,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.06kg,2639
393,Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,5110,8GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.7kg,1095
478,HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.5kg,999
535,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.5kg,999
694,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.62kg,1249
999,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.06kg,2027.42
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,4GB,500GB HDD,28,Nvidia GeForce GTX 1050,9.7,Windows 10,2.56kg,1249.26
1260,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1599
836,Dell,Latitude 3480,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,1.8kg,1983
1275,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.6kg,1349
1069,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1199
1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.4kg,1129
1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,No OS,2.5kg,1169
1197,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,2625,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1348.48
177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1799
876,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Linux,3kg,949
939,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.65kg,1349
943,HP,ProBook 640,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.2kg,1299
945,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1079
998,Toshiba,Tecra A40-C-1KF,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1179
1058,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1265
1086,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,3kg,1591
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1349
1094,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.62kg,1159
1100,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.62kg,1479
1138,Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.2kg,1191.8
1182,HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1299
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1249
1255,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,3008,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.62kg,1679
1038,Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,3244,8GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Linux,2.5kg,979
11,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.99kg,1749
453,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.7kg,1492.8
538,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.62kg,1498
553,Lenovo,ThinkPad E470,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.5kg,1600
267,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,4GB,500GB HDD,28,Nvidia GeForce GTX 1050 Ti,13,Windows 10,2.4kg,1199
576,Lenovo,ThinkPad L470,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1050M,9.7,Windows 10,2kg,1699
573,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,3701,4GB,500GB HDD,28,Nvidia GeForce GTX 1050M,9.7,No OS,2.4kg,869
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,4GB,500GB HDD,28,Nvidia GeForce GTX 1050M,9.7,Windows 10,2.5kg,1109
608,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1050Ti,13,Windows 10,2.62kg,1199
588,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,3701,8GB,500GB HDD,28,Nvidia GeForce GTX 1050Ti,13,Linux,2.62kg,929
473,Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,2273,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.73kg,1799
846,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.8kg,1890
981,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,3.2kg,1499
1023,HP,Probook 440,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.7kg,1409
1028,HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,4.42kg,2046
1242,Dell,Inspiron 5578,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.73kg,1770
663,Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.2kg,1449
741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.65kg,1195
881,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.4kg,1799
892,HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,3397,4GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.65kg,1845
