laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,2625,6GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.23kg,469
682,HP,Pavilion X360,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,2716,4GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.1kg,426
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.6kg,489
20,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.1kg,400
38,Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.1kg,409
489,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,4GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.1kg,395
572,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD,18.99,AMD Radeon R5,2.3,Windows 10,2.1kg,451
193,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.4kg,449
265,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.4kg,387
281,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 430,3.1,Windows 10,2.4kg,499
320,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 520,3.7,Windows 10,2.5kg,699
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,3397,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,2.19kg,764
531,Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,No OS,2.32kg,599
734,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,5901,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,2.5kg,788.49
481,Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,6528,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,2.19kg,764
79,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,2.19kg,764
461,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,3.0kg,659
140,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,745
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.2kg,599.9
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.24kg,565
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.3kg,585
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.04kg,539
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,1.90kg,817.95
933,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,545.67
87,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
102,HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,498.9
171,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.3kg,639
386,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.2kg,485
451,HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,449
499,Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,575
600,Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.25kg,428
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,598.9
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.2kg,749.01
951,MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,No OS,2.2kg,479
1014,Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.25kg,465.62
1046,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.25kg,599
1157,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,No OS,1.9kg,368
1213,HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
1247,MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7,3.5,Windows 10,2.2kg,429
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 Graphics,2.9,Windows 10,2.04kg,629
661,MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M360,3.7,Windows 10,2.5kg,1099
90,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
732,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.65kg,569
932,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.3kg,499
1183,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
1144,HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4716,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,638.8
541,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.36kg,899
596,Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.33kg,899
690,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.32kg,589.52
1143,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,5092,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.32kg,989.99
738,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.3kg,1181.27
1239,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,889
358,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,638.99
388,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.3kg,859.01
672,MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.33kg,778.87
827,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.83kg,865
862,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,659
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,749
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.5kg,784
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,3397,6GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M460,3.5,Windows 10,2.08kg,959
537,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M460,3.5,No OS,1.5kg,799
666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 540,7.7,Windows 10,2.2kg,659
1236,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 540,7.7,Windows 10,2.2kg,579
920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4716,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 550,9.7,Windows 10,2.1kg,1229.56
776,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,6528,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 550,9.7,Windows 10,1.75kg,1116.02
1121,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 550,9.7,Windows 10,2.1kg,1144.5
1124,Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6528,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon RX 550,9.7,Windows 10,1.75kg,1215.38
